sample_id,mission,condition,plant_number,harvest_day,Fe,K,Na,P,S,Zn,Ca,Mg,Mn,Cu,phenolics,anthocyanins,orac
Sample_15,VEG-01B,Flight,3,33,0.2100686199018196,34.08075929071656,3.050472644285915,3.7707661846282456,2.803095029106525,0.0673869512501571,17.27508992687479,5.40709261187448,0.0815092947397319,0.0090859321199699,8.129124861134708,1.849450213103579,349.9953368186137
Sample_16,VEG-01B,Flight,4,33,0.2540588148008276,42.322954243605025,4.7741072768573325,5.909785192669758,4.181876956724784,0.0709870100360002,12.585635978190318,4.840835774114712,0.0764164087058587,0.0102368748487499,14.411890375079544,1.575209926125659,380.0645794979056
Sample_17,VEG-01B,Flight,5,33,0.1926552576778826,34.5481985271235,2.7680386492041302,4.826643901344826,3.5733323070770497,0.0931207832713268,10.916777750719994,5.00135352063531,0.1233524157260221,0.0058851352570437,6.629252778660446,1.0491303200335174,377.14693111447315
Sample_18,VEG-01B,Flight,6,33,0.162384216797656,30.351293673853466,3.281638713680705,4.68151173051539,3.8632425945078537,0.0672297441071167,14.42455372208683,4.7393400319153,0.0953635039059294,0.0091495023362347,12.389894381039085,0.8169157066292498,399.00232326216167
Sample_19,VEG-01B,Ground,1,33,0.1383398287631177,44.829765868790616,2.4402985181924604,7.807535273417932,2.07000669335483,0.0680460758584846,10.90198622311116,5.0799664751970575,0.093821916027135,0.0114377523658392,7.418078533071656,1.2649476949472656,344.42308930588024
Sample_20,VEG-01B,Ground,2,33,0.182200130752259,38.72157168447728,1.7705416690543256,4.9410254315844995,3.0883500660235295,0.0437398472807023,12.838051066202723,5.4227895962230885,0.1230914169336552,0.0103340321672294,8.188385357540714,1.1834395003299902,391.8876767440127
Sample_21,VEG-01B,Ground,3,33,0.1346210530138524,40.86809815599967,2.0668064226060756,6.92738873013235,2.38320980044406,0.0484124632752677,12.310491306562565,3.71251064983358,0.1061946705489203,0.0055130206781271,6.039471336027355,0.9505224515796596,332.63836177964845
Sample_22,VEG-01B,Ground,4,33,0.1768122546168726,38.06085984984707,1.8562401355568283,6.402408221088309,2.5820347600880424,0.0601323975202457,15.91049224579318,4.827064339424321,0.1199936391619219,0.0089903844838662,5.996182401775547,1.573740396438455,376.9284789147813
Sample_23,VEG-01B,Ground,5,33,0.1210555111438717,37.544914044711184,2.3990048356145532,5.509133854099287,2.7479792424336935,0.0588979589033228,8.635834750324133,6.267378995054982,0.0742687103137015,0.0096609464652803,7.8974156702329585,1.2825015520656042,359.6564306961623
Sample_24,VEG-01B,Ground,6,33,0.1201587720024657,34.16991943588625,2.464940137156564,6.194354678967762,3.3927898983656815,0.0532427698163722,14.680130688559366,2.6413627001268374,0.0710055935991285,0.0116703794329958,8.520487127801927,0.9334306455897482,429.5960858331425
Sample_25,VEG-03A,Flight,1,33,0.2157729990217756,29.424157590921432,2.590259368429531,4.3148387499142045,3.97954652033354,0.0515494823423941,9.835617853152232,5.607049605097993,0.110427953287301,0.0089201051587656,12.356204828542108,1.0766293776432572,460.7775989138714
Sample_26,VEG-03A,Flight,2,33,0.150415628241804,23.98656417597086,3.3697386881088605,3.7402051841378663,4.498125848186188,0.0635728879004979,12.094982329193,3.026812878739787,0.1034895327275265,0.0078272072484255,10.159005959684812,1.0553796162304503,430.011051462867
Sample_27,VEG-03A,Flight,3,33,0.2216208962366774,34.358104619287644,1.702854970586788,5.49106377981517,4.117736412583827,0.0685698761514061,13.560085586484316,5.3132555052111385,0.1170986712558844,0.0101836971858088,8.263839459464117,1.162973092193057,384.2209549010738
Sample_28,VEG-03A,Flight,4,33,0.188316898024989,31.20077499777541,3.0720482016870108,5.451157129300707,4.994144317731349,0.0701379397417288,14.681467613267568,3.703806447095384,0.0666109273402763,0.0081805496886855,12.816200388305402,1.4412193485067424,449.62733346748695
Sample_29,VEG-03A,Flight,5,33,0.1565994539654932,32.000351441677395,2.946241029027403,5.614548257332173,3.5479201308987736,0.0891744465927943,12.608380500471142,3.639636287234443,0.1292936571266097,0.0070013230397904,9.077779870423385,0.9721627336263255,363.8150723942623
Sample_30,VEG-03A,Flight,6,33,0.1897842409992582,30.407926674229863,3.6040021710779584,3.8755406495255658,3.6393476778800338,0.0831070293723218,13.278340358414283,4.833298825674906,0.0693812195344187,0.0105569393692078,11.979770594266668,1.0482794109688824,390.5656638352746
Sample_31,VEG-03A,Ground,1,33,0.1553010621565027,35.55011298236319,1.730770618140883,5.480044578029344,3.0669413367116967,0.0411748699092151,14.011772549701202,3.280207194796538,0.1010584827787012,0.0089902436731597,9.995556707181798,0.7413911825430117,381.8629521226037
Sample_32,VEG-03A,Ground,2,33,0.1418952244818361,35.41923665196102,2.8146807548021595,5.867002783953432,2.6940725417274343,0.0610788160212522,11.321105707726502,4.126490637358674,0.101258232352521,0.0080085215102365,6.459411458192941,0.9301239281572554,410.4184346706226
Sample_33,VEG-03A,Ground,3,33,0.1058705302030945,44.797588563796474,1.8698785628379615,6.916404920587567,2.7537574214486913,0.0676339996456184,11.7239749855128,5.830018718638875,0.1166138383312386,0.0094172985884847,8.862303794019299,1.169483572678444,363.4600730731242
Sample_34,VEG-03A,Ground,4,33,0.1629158413436471,37.482220792583895,2.834847985020072,6.546720764212719,3.0624594129585985,0.0435563182423835,12.291237404891731,5.3613419256035035,0.0687872756235712,0.0105170024826574,10.572582190239922,0.7516888611828971,372.7809320984211
Sample_35,VEG-03A,Ground,5,33,0.1360687846658761,38.313345330591304,2.34085920836971,6.189631861212858,3.518779506078283,0.0419698495967542,10.697680860631111,5.056426423103342,0.1169907290266453,0.0083562926833703,8.046445134106811,1.3398337852897984,375.89863272762983
Sample_36,VEG-03A,Ground,6,33,0.138327533424739,41.81509640670132,2.230569258489602,6.863126506624758,1.8082403422910769,0.0635567453634473,12.263175660050852,5.580078901211077,0.0823080564386,0.0095381533310466,7.480710125598597,1.2217372439677188,341.93542906469276
